name,address,phone_number,url,emails
La Palmera 3,"901 Mercer St Seattle, WA, 98109-4334 United States",(425) 750-1827,http://www.lapalmerafmr.com/,"seattle@lapalmerafmr.com,everett@lapalmerafmr.com,millcreek@lapalmerafmr.com,admin@lapalmerafmr.com"
S Three Inc,"15215 Military Rd S Seattle, WA, 98188-2141 United States",(206) 431-9411,,
A.P. Lus Kitchen Inc,"419 6TH Ave S Seattle, WA, 98104-2810 United States",(206) 682-1267,,
Marination LLC,"6802 Seward Park Ave S Seattle, WA, 98118-3452 United States",(206) 568-3013,http://www.marinationmobile.com/,
Panwa Thai Cuisine LLC,"3017 W Government Way Seattle, WA, 98199-1423 United States See other locations",(206) 441-0518,http://www.panwathai.com/,
Chriqui Kids LLC,"5513 Airport Way S Seattle, WA, 98108-2202 United States",(206) 763-1660,,
"Papawa075, LLC","3000 NE 127TH St Seattle, WA, 98125-4415 United States",(253) 267-1649,http://www.papamurphys.com/,"guestservices@papamurphys.com,kmallea@gmail.com,papamurphysqa@papamurphys.com,u003epapamurphysqa@papamurphys.com,u003eguestservices@papamurphys.com"
"Taste of Japan, LLC","2401 2ND Ave Seattle, WA, 98121-1424 United States",(206) 443-9844,http://www.shiros.com/,
Pho Shizzle LLC,"4235 University Way NE Seattle, WA, 98105-5806 United States",(206) 632-1078,http://www.phoshizzle.club/,
San Carlos Inc,"279 Madison Ave N Seattle, WA, 98110-1811 United States",(206) 842-1999,http://www.sancarlosgrill.com/,"your@email.com,sancarlos98110@gmail.com,mrs.kristingellert@gmail.com,Sancarlos98110@gmail.com"
Fresh Start Cafe,"1752 NW Market St Seattle, WA, 98107-5264 United States",(206) 579-7559,,
Honeyhole Sandwiches,"703 E Pike St Seattle, WA, 98122-3719 United States",(206) 709-1399,http://www.thehoneyhole.com/,EatMe@thehoneyhole.com
DOT Purple Cafe,"515 Maynard Ave S Seattle, WA, 98104-2918 United States",(206) 622-0288,,
L'Oustau Inc,"86 Pine St Seattle, WA, 98101-1531 United States",(206) 728-2233,http://www.campagne.ie/,info@campagne.ie
Flatstick Pub,"609 Westlake Ave N Seattle, WA, 98109-4307 United States",(509) 570-4702,http://www.flatstickpub.com/,"Bellingham@flatstickpub.com,spokane@flatstickpub.com,southlakeunion@flatstickpub.com,pioneersquare@flatstickpub.com,kirkland@flatstickpub.com,OTG@flatstickpub.com"
Vita Coffee LLC,"1005 E Pike St Seattle, WA, 98122-3818 United States",(206) 709-4440,,
Drunkys Two Shoe Bbq LLC,"4105 Leary Way NW Seattle, WA, 98107-5047 United States",(206) 693-3962,http://www.twoshoebbq.net/,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,f1ffc0b5efe04e9eb9762cd808722520@sentry.wixpress.com"
C C Attle's,"1701 E Olive Way Seattle, WA, 98102-5614 United States",(206) 200-0132,http://www.ccattles.net/,"f1ffc0b5efe04e9eb9762cd808722520@sentry.wixpress.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com"
"Sitting At Vic's, LLC","4539 California Ave SW Seattle, WA, 98116-4110 United States",(206) 935-1966,http://www.westfive.com/,
Kangaroo & Kiwi,"7305 Aurora Ave N Seattle, WA, 98103-5356 United States",(206) 297-0507,,
Seattle Lotus Vegetarian,"10439 16TH Ave SW Seattle, WA, 98146-1425 United States",(206) 246-8500,,
Dong Thap Noodles,"303 12TH Ave S Ste A Seattle, WA, 98144-1909 United States",(206) 325-1122,http://www.dongthapnoodles.com/,evanbellatech@gmail.com
Pike Place Bar and Grill,"90 Pike St Ste 22 Seattle, WA, 98101-2125 United States",(206) 624-1365,http://www.pikeplacemarket.org/,
Christos On Alki,"2508 Alki Ave SW Seattle, WA, 98116-2238 United States",(206) 923-2200,http://www.christosonalki.com/,"eben@eyebytes.com,christosonalki@gmail.com"
Sofia Inc,"4217 32ND Ave W Seattle, WA, 98199-1302 United States",(425) 442-7957,,
Haransh Inc,"305 Harrison St Seattle, WA, 98109-4623 United States",(425) 830-5490,,
Roccarosso LLC,"1429 12TH Ave Ste A Seattle, WA, 98122-3905 United States",(206) 234-2705,,
Ivars Inc,"2666 Alki Ave SW Seattle, WA, 98116-2837 United States",(206) 938-0606,http://www.alkispud.com/,"Info@AlkiSpud.com,info@alkispud.com"
Tamura Sushi Kappo,"2968 Eastlake Ave E Seattle, WA, 98102-3010 United States",(206) 547-0937,http://www.sushikappotamura.com/,
Magic Hippy Inc,"5231 Ballard Ave NW Seattle, WA, 98107-4809 United States",(206) 784-0175,,
Zeeks Pizza,"6459 California Ave SW Seattle, WA, 98136-1831 United States",(206) 504-1844,http://www.zeekspizza.com/,
Heigh Connects LLC,"7842 S 114TH St Seattle, WA, 98178-3830 United States",(206) 334-3976,http://www.mobilefoodrodeo.com/,"vendor@piranahblonde.com,vendor@nwmarketplaces.com,ryan@piranhablonde.com"
Hattie's Hat,"5231 Ballard Ave NW Seattle, WA, 98107-4809 United States",(206) 784-0175,http://www.hatties-hat.com/,hattieshat@gmail.com
"PH International, LLC","4909 Rainier Ave S Seattle, WA, 98118-1743 United States",(206) 721-0212,,
"Sugarbaker & Associates, LLC","1518 11TH Ave Seattle, WA, 98122-3904 United States",(206) 687-7491,http://www.thequeerbar.com/,"contact@thequeerbar.com,ioana@burgesshall.com"
Harvest Home Inc,"808 Post Ave Seattle, WA, 98104-1419 United States",(206) 621-7777,,
Fainting Goat Creamery Inc,"1903 N 45TH St Seattle, WA, 98103-6804 United States",(206) 327-9459,http://www.faintinggoatseattle.com/,"info@faintinggoatseattle.com,info@faintinggoatgelato.com"
Tacos Chukis,"219 Broadway E Seattle, WA, 98102-5733 United States",(206) 323-7117,,
Young's Restaurant Inc,"9413 16TH Ave SW Seattle, WA, 98106-2825 United States",(206) 762-3438,http://www.seattleyoungs.com/,
Island Soul,"4869 Rainier Ave S Seattle, WA, 98118-1741 United States",(206) 329-1202,http://www.islandsoulrestaurant.com/,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,f1ffc0b5efe04e9eb9762cd808722520@sentry.wixpress.com"
Rosa De La LLC,"5313 Ballard Ave NW Seattle, WA, 98107-4061 United States",(206) 268-0217,http://www.larosas.com/,"kday@larosas.com,tshirts@larosas.com,info@larosas.com,contact_us@larosas.com"
Romio's Pizza & Pasta,"8523 Greenwood Ave N Seattle, WA, 98103-3613 United States",(206) 782-9005,http://www.razzispizza.com/,
Nalae Corporation,"406 Broadway E Seattle, WA, 98102-5010 United States",(425) 582-3619,,
Girin Restaurant,"501 Stadium Pl S Seattle, WA, 98104-7800 United States",(206) 257-4259,http://www.girinseattle.com/,
Humble Foods LLC,"304 Union St Seattle, WA, 98101-2206 United States",(206) 887-1279,http://www.panepanesandwiches.com/,
Cafe Javasti Inc,"8617 35TH Ave NE Seattle, WA, 98115-3607 United States",(206) 204-0255,http://www.javasti.com/,
House of Hong Inc,"409 8TH Ave S Seattle, WA, 98104-3001 United States",(206) 622-7997,http://www.houseofhong.com/,
Ranchito MI,"7820 Rainier Ave S Seattle, WA, 98118-4167 United States",(206) 725-9582,,
Sprout Good Greens Inc,"512 2ND Ave Ste 100 Seattle, WA, 98104-2336 United States",(206) 321-9070,http://www.sprout-salads.com/,
Pizza and Grotto Inc,"2802 NW 92ND St Seattle, WA, 98117-2928 United States",(206) 321-2048,http://www.grottopizza.com/,"rewards@c.pxsmail.com,swirlrewardsclub@grottopizza.com,legendarytaste@grottopizza.com"
Thinking Mans LLC,"4458 California Ave SW Seattle, WA, 98116-4109 United States",(206) 420-3817,http://www.shadowlandwest.com/,
Ho Ho Seafood Restaurant,"653 S Weller St Seattle, WA, 98104-2944 United States",(206) 382-9671,http://www.seattlehohoseafood.com/,
Citirus Thai Cusine,"800 Olive Way Seattle, WA, 98101-1825 United States",(206) 402-4799,http://www.citrusthai.com/,
Royal Elephant LLC,"5424 Ballard Ave NW Unit 100 Seattle, WA, 98107-4046 United States",(206) 696-6780,,
Pho Viet Anh Restaurant,"2621 5TH Ave Seattle, WA, 98121-1517 United States",(206) 352-1881,http://www.phovietanh.com/,"info@indiantypefoundry.com,phovietanh.wa@gmail.com"
Sanyu Corp,"4314 15TH Ave S Seattle, WA, 98108-1446 United States",(206) 682-6830,http://www.sanyu-sti.com/,"tech-center@sanyuusa.com,info@sanyuusa.com"
Contour,"807 1ST Ave Seattle, WA, 98104-1404 United States",(206) 447-7704,http://www.clubcontour.com/,
Pacific Inn LLC,"3501 Stone Way N Seattle, WA, 98103-8923 United States",(206) 547-2967,,
Maliks Restaurant Inc.,"4759 Brooklyn Ave NE Seattle, WA, 98105-4410 United States",(425) 753-9894,http://www.cedarsseattle.com/,info@cedarsseattle.com
Xi'an Noodles,"5259 University Way NE Seattle, WA, 98105-3546 United States",(206) 522-8888,http://www.xiannoodles.com/,
Chaiyo Ltd,"11749 15TH Ave NE Seattle, WA, 98125-5025 United States",(206) 361-8888,http://www.chaiyonorthgate.com/,
"D & A Voltsis, Inc","3401 California Ave SW Seattle, WA, 98116-3306 United States",(206) 932-5100,http://www.ilovespiros.com/,
IL Bistro Restaurant,"93 Pike St Ste A Seattle, WA, 98101-2052 United States",(206) 682-3049,http://www.ilbistro.net/,chrisa@ilbistro.net
The Red Door Inc,"3401 Evanston Ave N Unit Main Seattle, WA, 98103-8677 United States",(206) 547-7521,http://www.reddoorseattle.com/,
Emmett Watson's Oyster Bar Inc,"1916 Pike Pl Ste 16 Seattle, WA, 98101-1056 United States",(206) 448-7721,http://www.emmettwatsonsoysterbar.com/,
Ambrosia 88 LLC,"619 S King St Seattle, WA, 98104-2912 United States",(206) 403-3628,,
Marianne Restaurant,"12020 Aurora Ave N Seattle, WA, 98133-8250 United States",(206) 362-5009,,
Jhkm Corporation,"4725 University Way NE Seattle, WA, 98105-4412 United States See other locations",(206) 456-7192,,
Alta Marea LLC,"617 Broadway E Seattle, WA, 98102-5025 United States",(206) 612-0389,http://www.alturarestaurant.com/,altura@alturarestaurant.com
Chip Reit 25 Seatac Ltd,"17001 International Blvd Seattle, WA, 98188 United States",(206) 244-6000,http://www.radissonhotelgroup.com/,
The Reid Brothers Inc,"1620 4TH Ave Ste 4 Seattle, WA, 98101-3650 United States",(206) 682-5747,http://www.seattlewildtigerpizza.com/,
Bang Bang Cafe,"2460 Western Ave Seattle, WA, 98121-1322 United States",(206) 448-2233,http://www.bangbangseattle.com/,
Robb's 125th Street Grill,"12255 Aurora Ave N Seattle, WA, 98133-8032 United States",(206) 363-8950,http://www.125thstreetgrill.com/,
Unicorn,"1118 E Pike St Seattle, WA, 98122-3916 United States",(206) 325-6492,http://www.unicornseattle.com/,
Chopstix,"11 Roy St Seattle, WA, 98109-4019 United States",(206) 270-4444,,
Omega Enterprises Inc,"4549 University Way NE Seattle, WA, 98105-4510 United States",(206) 632-4700,http://thecontinental.bite2go.com/,
Haiti Coffee Co,"500 Yale Ave N Seattle, WA, 98109-5680 United States",(206) 369-3248,http://www.haiticoffee.com/,
Guanacos Tacos,"4106 Brooklyn Ave NE APT 102 Seattle, WA, 98105-6264 United States",(206) 547-2369,http://www.guanacostacos.com/,
La Rustica,"4100 Beach Dr SW Ste A Seattle, WA, 98116-3526 United States",(206) 932-3020,http://larustica.moonfruit.com/,
Ian's By The Slice,"1620 Broadway Seattle, WA, 98122-2556 United States",(206) 659-4721,http://www.ianspizza.com/,
Lees Uncle Kitchen,"5408 Sand Point Way NE Seattle, WA, 98105-2941 United States",(206) 523-0772,http://www.uncleleeskitchen.com/,
Mioposto,"3426 NE 55TH St Seattle, WA, 98105-2310 United States",(206) 457-8796,http://www.miopostopizza.com/,"jayme@miopostopizza.com,andrew@miopostopizza.com,cheryl@miopostopizza.com,info@miopostopizza.com,robyn@miopostopizza.com,barbie@miopostopizza.com"
Grecian Corner,"100 4TH Ave N Ste 160 Seattle, WA, 98109-4905 United States",(206) 404-4976,http://www.greciancornerseattle.com/,
Revel,"403 N 36TH St Seattle, WA, 98103-8630 United States",(206) 547-2040,http://www.relayrestaurantgroup.com/,"events@relayrestaurantgroup.com,media@relayrestaurantgroup.com,info@relayrestaurantgroup.com,joulemanager@relayrestaurantgroup.com,careers@relayrestaurantgroup.com,rachel@relayrestaurantgroup.com,revelmanager@relayrestaurantgroup.com,manager@relayrestaurantgroup.com"
Al Bacha Restaurant,"1833 Broadway Seattle, WA, 98122-2415 United States",(206) 413-5870,,
I5 Pho Seattle,"213 1ST Ave S Ste 100 Seattle, WA, 98104-3427 United States",(206) 602-6046,http://i5pho.weebly.com/,
Skillet Seattle Center LLC,"305 Harrison St Seattle, WA, 98109-4623 United States",(404) 931-4377,,
Un Bien,"7302 15TH Ave NW Seattle, WA, 98117-5401 United States",(206) 588-2040,http://www.unbienseattle.com/,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,info@unbienseattle.com,8c4075d5481d476e945486754f783364@sentry.io"
S&G Restaurants Group LLC,"4752 California Ave SW Seattle, WA, 98116-4413 United States",(425) 417-6797,,
Gyro House Inc,"11020 8TH Ave NE Seattle, WA, 98125-6192 United States",(206) 362-4976,http://www.gyro-house.com/,
Place Pigalle Restaurant and Bar,"81 Pike St Seattle, WA, 98101-2024 United States",(206) 624-1756,http://www.placepigalle-seattle.com/,
Alibi Room,"85 Pike St Ste 410 Seattle, WA, 98101-2001 United States",(206) 623-3180,http://www.seattlealibi.com/,
Mandarin Experts LLC,"1122 E Pike St Seattle, WA, 98122-3916 United States",(206) 226-2627,http://www.mandarinexperts.com/,
Ivory Keys LLC,"1114 Howell St Seattle, WA, 98101-1409 United States",(206) 270-4444,,
Hanland Enterprises Inc,"3401 4TH Ave S Seattle, WA, 98134-1904 United States",(206) 343-9505,,
Soprano's Pizza & Pasta,"7729 24TH Ave NW Seattle, WA, 98117-4412 United States",(206) 789-4444,http://www.sopranos-pizza.com/,
Dawg Haus LLC,"2008 NW 56TH St Seattle, WA, 98107-3127 United States",(206) 973-1970,,
Artwerks,"4272 Fremont Ave N Seattle, WA, 98103-7279 United States",(360) 303-4303,http://www.fremontabbey.org/,"baymountainseattle@gmail.com,seattlesamba@comcast.net"
Viking Kitchen LLC,"7511 Greenwood Ave N Seattle, WA, 98103-4627 United States",(206) 774-8342,,
Wood Shop Bbq LLC,"4871 13TH Ave S Seattle, WA, 98108-1847 United States",(206) 557-8090,http://www.thewoodshopbbq.com/,"info@thewoodshopbbq.com,Info@thewoodshopbbq.com"
Molly Moon Homemade Ice Cream,"917 E Pine St Seattle, WA, 98122-3843 United States See other locations",(206) 708-7947,http://www.mollymoon.com/,hello@mollymoon.com
Thrive Everywhere Inc.,"1635 Queen Anne Ave N APT 4 Seattle, WA, 98109-2820 United States",(206) 525-0300,http://www.generationthrive.com/,
Conscious Eatery LLC,"5620 6TH Ave S Seattle, WA, 98108-2504 United States",(206) 799-3650,http://www.consciouseatery.org/,
Biscuit Bitch,"1909 1ST Ave Seattle, WA, 98101-1010 United States",(206) 441-7999,http://biscuitbitch.square.site/,"info@biscuitbitch.com,hi@mystore.com,13e49d785d8d4f828038b6136f3b48ba@sentry.io"
Lark Restaurant,"926 12TH Ave Seattle, WA, 98122-4412 United States",(206) 323-5275,http://www.larkseattle.com/,info@LarkSeattle.com
Bounty Restaurant Group LLC,"348 W Olympic Pl APT 102 Seattle, WA, 98119-3712 United States",(206) 200-7820,,
The Red 5,"429 Westlake Ave N Seattle, WA, 98109-5221 United States",(206) 467-5300,http://www.republicseattle.com/,contact@republicseattle.com
Molly Moon's Homemade Ice Cream LLC,"1122 E Pike St Seattle, WA, 98122-3916 United States",(206) 419-7073,http://www.mollymoon.com/,hello@mollymoon.com
Toshio's Teriyaki,"1706 Rainier Ave S Seattle, WA, 98144-4541 United States",(206) 323-6303,http://www.toshiosteriyaki.com/,
"Chaman Enterprises, Inc.","6509 Roosevelt Way NE Seattle, WA, 98115-6626 United States",(206) 985-0041,http://www.bengaltigerwa.com/,
Bounty Kitchen,"7 Boston St Seattle, WA, 98109-2320 United States",(206) 695-2017,http://www.bountykitchenseattle.com/,
Scooters Burgers,"5802 24TH Ave NW Seattle, WA, 98107-3204 United States",(206) 782-2966,http://www.scootersburgers.com/,
La Carta De Oaxaca LLC,"5431 Ballard Ave NW Seattle, WA, 98107-4052 United States",(206) 782-8722,http://www.lacartadeoaxaca.com/,
Sizzle and Crunch,"1313 NE 42ND St Seattle, WA, 98105-6211 United States",(206) 547-2723,http://www.sizzleandcrunch.com/,contact@sizzleandcrunch.com
New Orleans Creole Restaurant Inc,"114 1ST Ave S Seattle, WA, 98104-2502 United States",(206) 622-2563,http://www.neworleanscreolerestaurant.com/,
Denny Park Fine Arts,"1050 W Nickerson St Seattle, WA, 98119-1436 United States",(828) 699-7760,http://www.dpfa.com/,
India Bistro,"6417 Roosevelt Way NE Ste 106 Seattle, WA, 98115-6657 United States",(206) 517-4444,http://www.indiabistroroosevelt.com/,
The Guys Halal,"101 Yesler Way Seattle, WA, 98104-3448 United States",(206) 467-1178,http://www.thehalalguys.com/,
Himitsu Teriyaki,"8014 Lake City Way NE Ste E Seattle, WA, 98115-4379 United States",(206) 524-9929,,
Bb's Teriyaki Grill,"4221 University Way NE Seattle, WA, 98105-5806 United States",(206) 484-2236,http://www.bbsteriyaki.com/,
Agrodolce LLC,"709 N 35TH St Seattle, WA, 98103-8802 United States",(206) 547-9707,http://www.agrodolcerestaurant.net/,
Super China Buffet,"15323 Westminster Way N Seattle, WA, 98133-6126 United States",(206) 417-9908,http://www.superchinabuffetshoreline.com/,
The Sushi Samurai LLC,"1817 Queen Anne Ave N Ste A Seattle, WA, 98109-2876 United States",(206) 766-0298,http://www.thesushisamurai.com/,maranonag@gmail.com
Redco LLC,"1212 E Jefferson St Seattle, WA, 98122-5536 United States",(206) 323-9112,,
Pecos Pit International Franchise LLC,"1323 Harbor Ave SW Seattle, WA, 98116-1724 United States",(425) 417-0671,http://www.pecospit.com/,"foodtruck@pecospit.com,investing@pecospit.com,accounting@pecospit.com,franchising@pecospit.com,Guestservices@Pecospit.com,donations@pecospit.com,catering@pecospit.com,info@pecospit.com,jobs@pecospit.com,Guestservices@pecospit.com"
Market Grill Inc,"1509 Pike Pl Ste 3 Seattle, WA, 98101-1528 United States",(206) 682-2654,http://marketgrill.food87.com/,
Prelude At McCaw Hall,"321 Mercer St Seattle, WA, 98109-4600 United States",(206) 615-0404,http://www.mccawhall.com/,
Subway Sandwiches Salads,"6515 California Ave SW Seattle, WA, 98136-1833 United States",(206) 932-1810,http://www.subway.com/,
Grillbird Teriyaki Ws LLC,"4306 SW Mills St Seattle, WA, 98136-1747 United States",(206) 218-7969,,
Senor Moose,"5242 Leary Ave NW Seattle, WA, 98107-4821 United States",(206) 784-5568,http://www.elmoose.com/,"hola@elmoose.com,seattlesenormoose@gmail.com"
Chef Cafe,"2200 S Jackson St Seattle, WA, 98144-2339 United States",(206) 568-2681,,
Random Salad Games LLC,"1700 7TH Ave Ste 116 Seattle, WA, 98101-1323 United States",(914) 471-3670,http://www.randomsaladgames.com/,
Celena Inc,"2423 2ND Ave Seattle, WA, 98121-1424 United States",(206) 728-4814,,
Wild Wheat Bakery Cafe &,"202 1ST Ave S Seattle, WA, 98104-2504 United States",(206) 856-8919,http://www.wildwheatbakery.com/,sales@wildwheatbakery.com
Diruma Trading Corp,"1413 14TH Ave Seattle, WA, 98122-4145 United States",(206) 325-7000,http://www.martinsoffmadison.com/,
Vios Cafe At Third Place,"6504 20TH Ave NE Seattle, WA, 98115-6944 United States",(206) 525-5701,http://www.vioscafe.com/,life@vioscafe.com
Tavern Law LLC,"1406 12TH Ave Seattle, WA, 98122-3906 United States",(206) 322-9734,http://www.tavernlaw.com/,
Ma'ono Fried Chicken & Whisky,"4437 California Ave SW Seattle, WA, 98116-4108 United States",(206) 935-1075,http://www.maonoseattle.com/,info@maonoseattle.com
"Pecado Bueno Eastlake, LLC","2356 Eastlake Ave E Seattle, WA, 98102-3306 United States",(206) 658-5671,http://www.pecadobueno.com/,
14 Carrot Cafe Inc,"2305 Eastlake Ave E Seattle, WA, 98102-3305 United States",(206) 324-1442,http://www.14carrotcafe.com/,
Mori Inc,"4538 University Way NE Seattle, WA, 98105-4511 United States",(206) 288-6999,http://us.dmgmori.com/,"responsibility@dmgmori.com,info@arvato-systems.de,daniel.piegsa@dmgmori.com,MarketingUSA@DMGMORI-usa.com,marketingusa@dmgmori-usa.com,disagree@dmgmori.com,info@dmgmori.com"
Sports Center Inc,"2121 Dexter Ave N Seattle, WA, 98109-2415 United States",(206) 902-6060,http://www.moneygram.com/,
Wedgewood Ale House Cafe,"8515 35TH Ave NE Ste A Seattle, WA, 98115-3675 United States",(206) 527-2676,http://www.wedgwoodalehouse.com/,thealehouse@yahoo.com
Mona's Inc,"6421 Latona Ave NE Seattle, WA, 98115-6556 United States",(206) 402-3553,http://www.monasseattle.com/,
Tower Sundries & Deli,"1811 7TH Ave Seattle, WA, 98101-1308 United States",(206) 682-8583,http://towersundriesdeli.netwaiter.com/,
D Thomas Inc,"516 Maynard Ave S Seattle, WA, 98104-2919 United States",(206) 292-8828,http://www.fdthomas.com/,Ian.Broste@asrcindustrial.com
La Cocina Oaxaquena,"1216 Pine St Seattle, WA, 98101-1944 United States",(206) 623-8226,http://www.lacocinaoaxaquena.com/,m_dom01@hotmail.com
"Sea Deli, Inc.","5602 1ST Ave S Seattle, WA, 98108-2403 United States",(206) 768-1009,http://www.slimslastchance.com/,"605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,slimslastchance@gmail.com,8c4075d5481d476e945486754f783364@sentry.io,f1ffc0b5efe04e9eb9762cd808722520@sentry.wixpress.com"
Greenwood Mandarin Chinese Restaurant,"8746 14TH Ave NW Seattle, WA, 98117-3432 United States See other locations",(206) 783-6426,,
"Brambling Cross Tavern, LLC","2622 NW Market St Ste A Seattle, WA, 98107-4106 United States",(206) 838-8008,,
Saltoro,"14051 Greenwood Ave N Seattle, WA, 98133-6810 United States",(206) 365-6025,http://www.saltoroseattle.com/,
Qdoba,"1200 NE 45TH St Seattle, WA, 98105-4501 United States",(206) 547-0803,http://www.qdoba.com/,"PrivacyRequest@QDOBA.com,design@qdoba.com,Guest.Relations@qdoba.com,guest.relations@qdoba.com,pr@qdoba.com,rewards@qdoba.com"
Mejari Fusion Sushi,"1924 N 45TH St Seattle, WA, 98103-6805 United States",(206) 633-4141,http://www.mejarisushi.com/,
Big Mario's,"4350 Leary Way NW Seattle, WA, 98107-4554 United States",(206) 388-2995,http://www.bigmariosnewyorkpizza.com/,"contact@bigmariosnypizza.com,christian@bigmariosnypizza.com"
Young Park Corporation,"233 Summit Ave E Seattle, WA, 98102-5618 United States",(206) 268-0734,,
Subway,"20619 Military Rd S Seattle, WA, 98198-4817 United States",(206) 625-4342,http://www.subway.com/,
Quizno's Classic Subs,"823 3RD Ave Ste 107 Seattle, WA, 98104-1613 United States",(206) 652-9500,http://www.quiznos.com/,
Global Cafe Group LLC,"645 Elliott Ave W Ste 170 Seattle, WA, 98119-3960 United States",(206) 819-8391,,
"B & Y & Time llc""""","7533 Lake City Way NE Seattle, WA, 98115-4218 United States",(206) 523-9000,,
Paseo Caribbean Restaurant,"4225 Fremont Ave N Seattle, WA, 98103-7221 United States",(206) 545-7440,,
How To Cook A Wolf,"2622 NW Market St Ste A Seattle, WA, 98107-4106 United States",(206) 838-8090,http://www.ethanstowellrestaurants.com/,"sennen@esrseattle.com,422-3176hello@southcotedigital.com,240-8231sennen@esrseattle.com,events@esrhospitality.com,info@ethanstowellrestaurants.com,rewardsclub@esrhospitality.com,sennen@ethanstowellrestaurants.com,cafe@cortinaseattle.com,events@ethanstowellrestaurants.com,info@ethanstowellrestuarants.com,hello@southcotedigital.com"
Maven Ventures LLC,"5405 Ballard Ave NW Seattle, WA, 98107-4052 United States",(206) 782-6832,http://www.mavenventures.com/,
Sukito LLC,"12506 Lake City Way NE Seattle, WA, 98125-4425 United States",(425) 753-5795,http://www.2cthai.com/,2cthaibistro@gmail.com
Windy City Pie,"1417 Elliott Ave W Seattle, WA, 98119-3104 United States",(847) 436-3283,http://www.windycitypie.com/,
Wasabi Bistro,"2311 2ND Ave Seattle, WA, 98121-1709 United States",(206) 441-6044,http://www.wasabiseattle.com/,"infowasabiseattle@gmail.com,webmaster@groveseattle.com"
Capitol Hill,"500 E Pike St Seattle, WA, 98122-3885 United States",(206) 325-3988,http://www.cedarsseattle.com/,info@cedarsseattle.com
Dukes Chowder House,"7858 Green Lake Dr N Seattle, WA, 98103-4862 United States",(206) 283-8422,http://www.dukesseafood.com/,"jackie@dukesseafood.com,chris@dukesseafood.com,jeff@dukesseafood.com,hayley@dukesseafood.com,jason@dukesseafood.com,perri@dukesseafood.com,derek@dukesseafood.com"
Shake Shack,"2115 Westlake Ave Seattle, WA, 98121-2716 United States",(206) 279-2313,http://www.shakeshack.com/,"people@shakeshack.com,privacy@shakeshack.com,share@shakeshack.com,payroll@shakeshack.com,example@example.com,app@shakeshack.com"
Chaco Canyon Cafe,"4757 12TH Ave NE Seattle, WA, 98105-4401 United States See other locations",(206) 522-6966,http://www.chacocanyoncafe.com/,
Buddha Bruddah,"2201 Rainier Ave S Seattle, WA, 98144-4641 United States",(206) 556-4134,http://www.buddhabruddah.com/,"hi@mystore.com,marky@buddhabruddah.com,drea@buddhabruddah.com,13e49d785d8d4f828038b6136f3b48ba@sentry.io"
McDonalds Office,"4521 SW Admiral Way Seattle, WA, 98116-2466 United States",(206) 923-2515,http://www.mcdonalds.com/,
Crown Hill Subway,"8757 Holman Rd NW Seattle, WA, 98117-3464 United States",(206) 789-0478,http://www.subway.com/,
Anchorhead Coffee,"1600 7TH Ave Ste 105 Seattle, WA, 98101-2288 United States",(206) 501-6662,http://www.anchorheadcoffee.com/,
Bitterroot Seattle,"5239 Ballard Ave NW Seattle, WA, 98107-4809 United States",(206) 588-1577,http://www.bitterrootbbq.com/,"bitterrootcatering@gmail.com,bitterrootseattle@gmail.com"
Brasialuca Inc,"2313 1ST Ave Seattle, WA, 98121-1616 United States",(206) 457-4885,,
Sanmaru,"20109 Aurora Ave N Seattle, WA, 98133-3127 United States",(206) 542-9292,http://www.sanmarugrill.com/,
"Sea Deli, Inc.","5606 1ST Ave S Seattle, WA, 98108-2403 United States",(206) 762-7900,http://www.slimslastchance.com/,"8c4075d5481d476e945486754f783364@sentry.io,f1ffc0b5efe04e9eb9762cd808722520@sentry.wixpress.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,slimslastchance@gmail.com"
Pedro Perez Restaurant Enterprises Inc,"3456 15TH Ave W Seattle, WA, 98119-1602 United States",(206) 284-1001,,
Three Girls Bakery,"1514 Pike Pl Ste 1 Seattle, WA, 98101-1574 United States",(206) 622-1045,http://www.threegirlsbakery.com/,
Razzis Pizzeria,"8523 Greenwood Ave N Seattle, WA, 98103-3613 United States",(206) 782-9005,http://www.razzispizza.com/,
Taqueria El Sabor 2 LLC,"15221 Aurora Ave N Seattle, WA, 98133-6123 United States",(206) 417-3346,,
Tager Enterprises Inc,"625 1ST Ave Ste 200 Seattle, WA, 98104-2275 United States",(206) 622-7688,,
Domino's Pizza,"8345 15TH Ave NW Ste A Seattle, WA, 98117-3604 United States",(206) 297-6757,http://www.dominos.com/,
Milano Pizza & Pasta,"405 NE 45TH St Seattle, WA, 98105-6135 United States",(206) 545-7499,http://www.milanoseattle.com/,
Aurora Donut,"13201 Aurora Ave N Ste C Seattle, WA, 98133-7586 United States",(206) 364-9535,http://www.baskinrobbins.com/,"customerservice@dunkinbrands.com,dpo@dunkinbrands.com,generalcounsel@dunkinbrands.com,support@baskinrobbinsstore.com"
65th St Cafe & Restaurant C/O Our New Beginnings LLC,"301 NE 65TH St Seattle, WA, 98115-6407 United States",(206) 446-7683,,
